arm,subjectid,objectid,predicate,types,answer,correct,inputTokens,outputTokens,cost,latencyMs,error
wkt,"line_road_(53339604, 53386004)","road_(53339604, 53386004)",equals,LineString-LineString,"(linestring,contains,linestring)",false,230,10,0.00028,9424,
wkt,"road_(2634656388, 3455066691)",poi_way/86503179,within,LineString-LineString,"(linestring,within,linestring)",true,250,10,0.0003,1069,
wkt,"road_(53681146, 6209001170)",census_550250029001,touches,LineString-Polygon,"(linestring,within,polygon)",false,285,10,0.000335,987,
wkt,node_1222787218,"line_road_(1222787218, 450880448)",touches,Point-LineString,"(point,touches,linestring)",true,220,9,0.000265,8473,
wkt,"road_(8633641658, 8633641669)","line_road_(8633641658, 8633641669)",overlaps,LineString-LineString,"(linestring,equals,linestring)",false,292,12,0.000352,1703,
wkt,poi_node/3711907488,polygon_census_550250009011,disjoint,Point-Polygon,"(point,within,polygon)",false,260,9,0.000305,8450,
wkt,node_6404899260,node_6404899260,equals,Point-Point,"(point,equals,point)",true,195,10,0.000245,1118,
wkt,node_1221122227,poi_way/106047757,disjoint,Point-LineString,"(point,disjoint,linestring)",true,241,11,0.000296,1150,
wkt,poi_way/117103890,line_poi_way/117103890,overlaps,LineString-LineString,"(linestring,equals,linestring)",false,320,12,0.00038,4458,
wkt,"road_(53666805, 53666802)","road_(53666802, 53521697)",touches,LineString-LineString,"(linestring,touches,linestring)",true,220,10,0.00027,873,
wkt,poi_way/339087136,poi_way/339087137,overlaps,LineString-LineString,"(linestring,overlaps,linestring)",true,286,11,0.000341,4602,
wkt,parcel_70922117184,poi_way/175095307,touches,Polygon-LineString,"(polygon,contains,linestring)",false,285,12,0.000345,8559,
wkt,census_550250030021,"line_road_(53556006, 53666928)",contains,Polygon-LineString,"(polygon,contains,linestring)",true,298,10,0.000348,8691,
wkt,census_550250015012,"line_road_(1222787218, 450880448)",touches,Polygon-LineString,"(polygon,touches,linestring)",true,276,311,0.001831,11062,
wkt,"road_(6137713412, 1426578993)","road_(1233020948, 6137713274)",touches,LineString-LineString,"(linestring,touches,linestring)",true,219,10,0.000269,2255,
wkt,poi_way/30735674,"road_(53475733, 7824854935)",overlaps,LineString-LineString,"(linestring,overlaps,linestring)",true,305,11,0.00036,8302,
wkt,node_7806219787,"road_(7806219787, 3298977941)",touches,Point-LineString,"(point,touches,linestring)",true,209,9,0.000254,1198,
wkt,"road_(7806219787, 53315276)","road_(3298977941, 7806219787)",touches,LineString-LineString,"(linestring,touches,linestring)",true,221,10,0.000271,1996,
wkt,"line_road_(53703456, 53703462)",census_550250025001,within,LineString-Polygon,"(linestring,within,polygon)",true,448,10,0.000498,7993,
wkt,node_8597026982,poi_way/105682520,disjoint,Point-LineString,"(point,disjoint,linestring)",true,241,11,0.000296,4397,
wkt,"road_(53349570, 53611939)","road_(53611939, 53349570)",touches,LineString-LineString,"(linestring,touches,linestring)",true,260,10,0.00031,884,
wkt,"line_road_(1315784564, 1315784444)","road_(1315784564, 1315784444)",touches,LineString-LineString,"(linestring,equals,linestring)",false,232,10,0.000282,1062,
wkt,polygon_parcel_60908353502,line_poi_way/30785475,disjoint,Polygon-LineString,"(polygon,disjoint,linestring)",true,375,14,0.000445,8332,
wkt,polygon_parcel_71017276553,census_550250103001,within,Polygon-Polygon,"(polygon,within,polygon)",true,413,10,0.000463,1687,
wkt,"road_(5336080924, 53492399)","road_(53492399, 5336080923)",touches,LineString-LineString,"(linestring,touches,linestring)",true,221,10,0.000271,8506,
wkt,"road_(321928721, 5427114522)","road_(5427334287, 321928721)",touches,LineString-LineString,"(linestring,touches,linestring)",true,220,10,0.00027,4761,
wkt,census_550250002012,"road_(7806219787, 3298977941)",touches,Polygon-LineString,"(polygon,contains,linestring)",false,294,274,0.001664,3101,
wkt,"road_(53580361, 53626907)","road_(2842212014, 53626907)",touches,LineString-LineString,"(linestring,crosses,linestring)",false,220,10,0.00027,4467,
wkt,"road_(6209001186, 53437938)","road_(53437939, 6209001186)",touches,LineString-LineString,"(linestring,touches,linestring)",true,220,10,0.00027,1767,
wkt,"line_road_(53563314, 8411701016)","road_(53563314, 8411701016)",touches,LineString-LineString,"(linestring,equals,linestring)",false,230,10,0.00028,1512,
wkt,"road_(5035197660, 53567677)","road_(5035197659, 8427472355)",within,LineString-LineString,"(linestring,touches,linestring)",false,221,10,0.000271,1717,
wkt,"road_(3298977876, 53570049)","road_(7806219791, 53570049)",touches,LineString-LineString,"(linestring,touches,linestring)",true,221,10,0.000271,931,
wkt,node_7806219791,"road_(7806219791, 53570049)",touches,Point-LineString,"(point,touches,linestring)",true,209,9,0.000254,895,
wkt,"road_(2027464377, 2535481329)","road_(2535481206, 2027464377)",touches,LineString-LineString,"(linestring,touches,linestring)",true,220,10,0.00027,1440,
wkt,node_53570049,"road_(7806219791, 53570049)",touches,Point-LineString,"(point,touches,linestring)",true,209,9,0.000254,798,
wkt,"road_(1998162839, 1998162788)",node_1998162788,touches,LineString-Point,"(linestring,touches,point)",true,207,9,0.000252,4215,
wkt,polygon_census_550250103003,census_550250103001,overlaps,Polygon-Polygon,"(polygon,overlaps,polygon)",true,545,13,0.00061,4368,
wkt,"road_(6404899228, 6404899233)","road_(6404899233, 2634682677)",touches,LineString-LineString,"(linestring,touches,linestring)",true,221,10,0.000271,1011,
wkt,"road_(53424238, 53424245)",poi_way/322871021,within,LineString-LineString,"(linestring,touches,linestring)",false,264,10,0.000314,857,
wkt,node_3298977941,node_3298977941,equals,Point-Point,"(point,equals,point)",true,197,8,0.000237,987,
wkt,"road_(3298977941, 7806219791)",node_3298977941,touches,LineString-Point,"(linestring,contains,point)",false,209,9,0.000254,1265,
wkt,"road_(3297233870, 3297233868)",node_3297233864,touches,LineString-Point,"(linestring,contains,point)",false,207,9,0.000252,1019,
wkt,"road_(6913000672, 8428070248)",node_6913000672,touches,LineString-Point,"(linestring,contains,point)",false,209,9,0.000254,7823,
wkt,census_550250023021,node_6913000672,touches,Polygon-Point,"(polygon,contains,point)",false,518,9,0.000563,7992,
wkt,"road_(5598645210, 3017433184)","road_(5598645210, 3017433181)",touches,LineString-LineString,"(linestring,touches,linestring)",true,220,10,0.00027,5109,
wkt,"line_road_(2525849955, 2525849959)","road_(2525849955, 2525849959)",touches,LineString-LineString,"(linestring,equals,linestring)",false,232,10,0.000282,4014,
wkt,node_53576752,"road_(53576752, 53680057)",touches,Point-LineString,"(point,touches,linestring)",true,209,9,0.000254,1035,
wkt,census_550250107021,"line_road_(5386892015, 5386892018)",crosses,Polygon-LineString,"(polygon,crosses,linestring)",true,450,10,0.0005,1149,
wkt,node_10289236156,"road_(8404727158, 10289236156)",touches,Point-LineString,"(point,touches,linestring)",true,207,9,0.000252,4204,
wkt,census_550250112023,"road_(53484834, 53506254)",contains,Polygon-LineString,"(polygon,crosses,linestring)",false,360,10,0.00041,1611,
wkt,node_7822772115,"line_road_(1201378117, 7822772115)",touches,Point-LineString,"(point,within,linestring)",false,231,9,0.000276,845,
wkt,"road_(3297233876, 3297234015)",node_3297234015,touches,LineString-Point,"(linestring,touches,point)",true,209,9,0.000254,3645,
wkt,parcel_60811111157,census_550250108013,disjoint,Polygon-Polygon,"(polygon,within,polygon)",false,339,12,0.000399,1248,
wkt,"road_(7806219787, 53315276)","road_(7806219787, 3298977941)",touches,LineString-LineString,"(linestring,touches,linestring)",true,221,10,0.000271,7397,
wkt,census_550250002022,"road_(7806219791, 53570049)",touches,Polygon-LineString,"(polygon,contains,linestring)",false,315,10,0.000365,3209,
wkt,parcel_71001317017,"road_(53316559, 53316587)",disjoint,Polygon-LineString,"(polygon,disjoint,linestring)",true,274,14,0.000344,1085,
wkt,census_550250101001,"road_(53670481, 53670482)",disjoint,Polygon-LineString,"(polygon,within,linestring)",false,319,12,0.000379,983,
wkt,node_2572165010,node_2572165010,equals,Point-Point,"(point,equals,point)",true,195,10,0.000245,858,
wkt,node_7761429634,"road_(3197132559, 7761429634)",touches,Point-LineString,"(point,touches,linestring)",true,209,9,0.000254,1223,
wkt,"road_(1180187456, 5503336269)",node_5503336269,touches,LineString-Point,"(linestring,contains,point)",false,206,9,0.000251,761,
wkt,parcel_60811204332,census_550250108013,disjoint,Polygon-Polygon,"(polygon,disjoint,polygon)",true,339,14,0.000409,2121,
wkt,parcel_60802409040,census_550250108013,disjoint,Polygon-Polygon,"(polygon,disjoint,polygon)",true,339,14,0.000409,2407,
wkt,"road_(9351811577, 7074138157)",node_9351811577,touches,LineString-Point,"(linestring,contains,point)",false,209,9,0.000254,826,
wkt,"road_(1223791409, 2572165010)",node_2572165010,touches,LineString-Point,"(linestring,touches,point)",true,207,9,0.000252,1502,
wkt,"road_(3330083512, 3976583615)",node_3330083512,touches,LineString-Point,"(linestring,contains,point)",false,209,9,0.000254,1327,
wkt,"road_(1201378117, 7822772115)",node_7822772115,touches,LineString-Point,"(linestring,touches,point)",true,220,9,0.000265,2151,
wkt,"road_(10289236156, 3590603502)","road_(8404727158, 10289236156)",touches,LineString-LineString,"(linestring,overlaps,linestring)",false,219,11,0.000274,6332,
wkt,"road_(1177776562, 1473487809)",node_1177776562,touches,LineString-Point,"(linestring,contains,point)",false,209,9,0.000254,1005,
wkt,"road_(10138453308, 3889653257)",node_3889653257,touches,LineString-Point,"(linestring,contains,point)",false,207,9,0.000252,1066,
wkt,"road_(10769743192, 6306502378)",node_6306502378,touches,LineString-Point,"(linestring,touches,point)",true,208,9,0.000253,910,
wkt,"road_(10560394564, 10560394555)",node_10560394564,touches,LineString-Point,"(linestring,contains,point)",false,207,9,0.000252,1095,
wkt,"road_(5802398726, 53298971)",node_53298971,touches,LineString-Point,"(linestring,touches,point)",true,209,9,0.000254,1048,
wkt,census_550250002022,node_53301578,touches,Polygon-Point,"(polygon,contains,point)",false,303,146,0.001033,3976,
wkt,"road_(1764253669, 3591506532)",node_3591506576,touches,LineString-Point,"(linestring,contains,point)",false,209,9,0.000254,832,
wkt,"road_(5746029991, 5746029984)",node_1942818626,touches,LineString-Point,"(linestring,touches,point)",true,240,9,0.000285,981,
wkt,"road_(1202153701, 1202442012)",node_1202442012,touches,LineString-Point,"(linestring,touches,point)",true,207,9,0.000252,838,
wkt,"road_(1221119215, 5506667661)",node_1221119215,touches,LineString-Point,"(linestring,contains,point)",false,209,9,0.000254,2305,
wkt,node_5370926463,node_5370926460,equals,Point-Point,"(point,equals,point)",true,197,8,0.000237,1030,
wkt,"road_(2859302266, 2859302267)",node_3307005685,touches,LineString-Point,"(linestring,touches,point)",true,209,9,0.000254,831,
wkt,"road_(10292501592, 10292501600)",node_10292501592,touches,LineString-Point,"(linestring,contains,point)",false,209,9,0.000254,1242,
wkt,census_550250011012,node_3307005685,touches,Polygon-Point,"(polygon,contains,point)",false,242,11,0.000297,1006,
wkt,"road_(3298977941, 7806219787)",node_7806219787,touches,LineString-Point,"(linestring,touches,point)",true,209,9,0.000254,1470,
wkt,parcel_70923173268,node_1186319946,disjoint,Polygon-Point,"(polygon,disjoint,point)",true,261,13,0.000326,792,
wkt,census_550250026032,"road_(53514011, 53607795)",disjoint,Polygon-LineString,"(polygon,contains,linestring)",false,317,189,0.001262,3665,
wkt,"road_(1201378117, 7822772115)",polygon_census_550250112021,within,LineString-Polygon,"(linestring,within,polygon)",true,570,10,0.00062,1307,
wkt,"road_(6515166120, 6515166111)",node_6515166120,touches,LineString-Point,"(linestring,contains,point)",false,208,9,0.000253,1227,
wkt,"road_(1186319946, 6289887060)",node_6289887060,touches,LineString-Point,"(linestring,touches,point)",true,208,9,0.000253,1284,
wkt,"road_(53499590, 53654414)",node_53654414,touches,LineString-Point,"(linestring,touches,point)",true,209,9,0.000254,1423,
wkt,node_1345869306,poi_way/658538314,within,Point-LineString,"(point,within,linestring)",true,272,9,0.000317,1148,
wkt,node_53435228,node_53435228,equals,Point-Point,"(point,equals,point)",true,197,10,0.000247,847,
wkt,poi_node/10582096839,node_1221405365,disjoint,Point-Point,"(point,disjoint,point)",true,197,12,0.000257,907,
wkt,census_550250002042,node_53435228,touches,Polygon-Point,"(polygon,touches,point)",true,329,11,0.000384,895,
wkt,polygon_census_550250002042,node_53435228,touches,Polygon-Point,"(polygon,touches,point)",true,351,11,0.000406,911,
wkt,"road_(53427097, 53693581)",node_53693581,touches,LineString-Point,"(linestring,touches,point)",true,220,9,0.000265,2198,
wkt,node_3589271762,census_550250002043,within,Point-Polygon,"(point,within,polygon)",true,293,9,0.000338,913,
wkt,node_3210157533,census_550250002043,touches,Point-Polygon,"(point,within,polygon)",false,292,9,0.000337,1047,
wkt,node_10289236156,census_550250002043,within,Point-Polygon,"(point,within,polygon)",true,292,9,0.000337,944,
wkt,node_5404689959,node_5404689959,equals,Point-Point,"(point,equals,point)",true,195,8,0.000235,801,
wkt,polygon_census_550250004081,node_7806219787,disjoint,Polygon-Point,"(polygon,disjoint,point)",true,286,182,0.001196,2593,
wkt,census_550250010001,node_2634569121,touches,Polygon-Point,"(polygon,touches,point)",true,349,9,0.000394,1157,
wkt,"road_(7810320765, 53470444)",parcel_80826292413,touches,LineString-Polygon,"(linestring,crosses,polygon)",false,251,10,0.000301,870,
wkt,poi_way/32075720,polygon_parcel_60815235222,touches,LineString-Polygon,"(linestring,overlaps,polygon)",false,435,11,0.00049,864,
wkt,poi_way/759202169,parcel_80915395018,touches,LineString-Polygon,"(linestring,within,polygon)",false,286,10,0.000336,1211,
wkt,parcel_60815205139,parcel_60815234429,touches,Polygon-Polygon,"(polygon,overlaps,polygon)",false,338,13,0.000403,897,
wkt,"road_(2539214368, 8113158846)",census_550250109082,within,LineString-Polygon,"(linestring,within,polygon)",true,480,10,0.00053,997,
wkt,polygon_parcel_80936110082,node_1223740908,disjoint,Polygon-Point,"(polygon,disjoint,point)",true,262,13,0.000327,1397,
wkt,"road_(3862990009, 3862990016)","road_(3863029118, 6429362846)",within,LineString-LineString,"(linestring,within,linestring)",true,221,10,0.000271,784,
wkt,"road_(3949217704, 3949217472)",parcel_60801121033,touches,LineString-Polygon,"(linestring,crosses,polygon)",false,251,10,0.000301,1307,
wkt,poi_way/97601631,parcel_70812101012,touches,LineString-Polygon,"(linestring,within,polygon)",false,353,10,0.000403,1365,
wkt,"line_road_(1201378117, 7822772115)",census_550250112021,within,LineString-Polygon,"(linestring,within,polygon)",true,548,10,0.000598,1786,
wkt,"road_(53457640, 53457639)",poi_way/297754318,within,LineString-LineString,"(linestring,within,linestring)",true,458,10,0.000508,5703,
wkt,node_7126876966,census_550250017041,within,Point-Polygon,"(point,within,polygon)",true,240,9,0.000285,1091,
wkt,poi_way/682541526,poi_way/682541525,within,LineString-LineString,"(linestring,overlaps,linestring)",false,265,11,0.00032,1057,
wkt,node_9555439604,census_550250017041,disjoint,Point-Polygon,"(point,within,polygon)",false,241,9,0.000286,1203,
wkt,"road_(53388390, 3702207586)","road_(53388390, 3702207587)",within,LineString-LineString,"(linestring,overlaps,linestring)",false,220,11,0.000275,1054,
wkt,census_550250002052,"road_(3210157570, 3420919589)",contains,Polygon-LineString,"(polygon,contains,linestring)",true,348,10,0.000398,871,
wkt,"road_(53361806, 53361762)",parcel_60905452406,within,LineString-Polygon,"(linestring,crosses,polygon)",false,254,10,0.000304,835,
wkt,"line_road_(5717831881, 2638675250)",census_550250013002,within,LineString-Polygon,"(linestring,disjoint,polygon)",false,283,12,0.000343,851,
wkt,"road_(3702207548, 53614878)","road_(53614878, 2614129376)",within,LineString-LineString,"(linestring,touches,linestring)",false,220,10,0.00027,1251,
wkt,"road_(6458893219, 6273095993)",poi_way/100404782,within,LineString-LineString,"(linestring,equals,linestring)",false,276,10,0.000326,1189,
wkt,census_550250014013,census_550250013002,overlaps,Polygon-Polygon,"(polygon,overlaps,polygon)",true,310,11,0.000365,906,
wkt,"road_(2955373063, 8008178972)",census_550250020004,within,LineString-Polygon,"(linestring,disjoint,polygon)",false,271,12,0.000331,1128,
wkt,census_550259917030,census_550250015011,overlaps,Polygon-Polygon,"(polygon,overlaps,polygon)",true,934,13,0.000999,861,
wkt,census_550250027001,census_550250028001,touches,Polygon-Polygon,"(polygon,overlaps,polygon)",false,327,11,0.000382,941,
