objectid,geometry,subjectid,geometry_subject,geom_type_subject,geom_type,predicate,pid,relate,idx
poi_node/6634244574,POINT (-89.3896 43.0694),poi_way/102715295,"LINESTRING (-89.3915 43.0682, -89.3913 43.0681, -89.3914 43.0683, -89.3915 43.0682)",LineString,Point,disjoint,,FF1FFF0F2,208
node_3744983705,POINT (-89.4509 43.0424),"road_(53509392, 53412067)","LINESTRING (-89.451 43.0476, -89.451 43.0484)",LineString,Point,disjoint,,FF1FF00F2,209
node_53403882,POINT (-89.5076 43.0463),poi_way/43926497,"LINESTRING (-89.502 43.0492, -89.502 43.0483, -89.5018 43.0482, -89.5004 43.0483, -89.5004 43.0486, -89.5 43.0486, -89.499 43.0491, -89.499 43.0493, -89.5001 43.0493, -89.5007 43.0491, -89.502 43.0492)",LineString,Point,disjoint,,FF1FFF0F2,210
node_1237996452,POINT (-89.4945 43.0144),"line_road_(6680557132, 7893548979)","LINESTRING (-89.4989 43.0105, -89.49897 43.01071, -89.499 43.0108)",LineString,Point,disjoint,,FF1FF00F2,211
node_10575658812,POINT (-89.4527 43.0739),"road_(53346042, 3295625133)","LINESTRING (-89.4523 43.0743, -89.4525 43.0744)",LineString,Point,disjoint,,FF1FF00F2,212
node_1180876935,POINT (-89.3868 43.0751),poi_way/100403787,"LINESTRING (-89.3847 43.0766, -89.3852 43.0763, -89.3855 43.0765, -89.385 43.0768, -89.3847 43.0766)",LineString,Point,disjoint,,FF1FFF0F2,213
node_1385529586,POINT (-89.5214 43.0569),poi_way/124474455,"LINESTRING (-89.521 43.0567, -89.521 43.0558, -89.5208 43.0558, -89.5207 43.0567, -89.521 43.0567)",LineString,Point,disjoint,,FF1FFF0F2,214
poi_node/2845346993,POINT (-89.4508 43.0539),"road_(53694330, 1178722190)","LINESTRING (-89.4481 43.0535, -89.4481 43.0536)",LineString,Point,disjoint,,FF1FF00F2,215
poi_node/9898292787,POINT (-89.3922 43.0693),poi_way/175146014,"LINESTRING (-89.3973 43.0726, -89.3973 43.0725, -89.396 43.0725, -89.396 43.0727, -89.3962 43.0727, -89.396 43.0728, -89.3963 43.0728, -89.3962 43.0725, -89.3973 43.0726)",LineString,Point,disjoint,,FF1FFF0F2,216
node_1316395654,POINT (-89.4919 43.005),"line_road_(1315784550, 1315784422)","LINESTRING (-89.4939 43.006, -89.49397 43.006, -89.494 43.006)",LineString,Point,disjoint,,FF1FF00F2,217
node_53539171,POINT (-89.3803 43.0746),poi_way/305446413,"LINESTRING (-89.3864 43.0753, -89.3868 43.0751, -89.3864 43.0749, -89.3861 43.0751, -89.3864 43.0753)",LineString,Point,disjoint,,FF1FFF0F2,218
node_1221112938,POINT (-89.309 43.1253),poi_way/1135060539,"LINESTRING (-89.3053 43.1257, -89.3048 43.1258, -89.3047 43.1256, -89.3049 43.1253, -89.3053 43.1254, -89.3053 43.1257)",LineString,Point,disjoint,,FF1FFF0F2,219
node_10575643805,POINT (-89.4539 43.0734),poi_way/1134399603,"LINESTRING (-89.4521 43.0723, -89.4524 43.0722, -89.4524 43.0723, -89.4521 43.0723)",LineString,Point,disjoint,,FF1FFF0F2,220
poi_node/8597023272,POINT (-89.3129 43.1255),"road_(53616997, 53614662)","LINESTRING (-89.3128 43.1293, -89.3129 43.1286)",LineString,Point,disjoint,,FF1FF00F2,221
node_10580933549,POINT (-89.3063 43.1232),poi_way/1135060647,"LINESTRING (-89.3053 43.1251, -89.3053 43.1252, -89.3055 43.1251, -89.3053 43.1251)",LineString,Point,disjoint,,FF1FFF0F2,222
node_5489534404,POINT (-89.374 43.0803),poi_way/1058103250,"LINESTRING (-89.3753 43.0806, -89.375 43.0804, -89.3748 43.0806, -89.3751 43.0808, -89.3753 43.0806)",LineString,Point,disjoint,,FF1FFF0F2,223
node_3210157533,POINT (-89.5186 43.075),"road_(53447445, 53627292)","LINESTRING (-89.5189 43.0717, -89.5169 43.0709)",LineString,Point,disjoint,,FF1FF00F2,224
parcel_71007229084,"POLYGON ((-89.364 43.0834, -89.3636 43.0831, -89.3638 43.083, -89.3642 43.0833, -89.364 43.0834))","road_(53558155, 53558157)","LINESTRING (-89.3655 43.079, -89.3655 43.0789)",LineString,Polygon,disjoint,,FF1FF0212,0
parcel_70922421105,"POLYGON ((-89.4051 43.0647, -89.4051 43.0643, -89.4053 43.0643, -89.4053 43.0647, -89.4051 43.0647))","road_(53483354, 53444600)","LINESTRING (-89.409 43.0671, -89.409 43.0666)",LineString,Polygon,disjoint,,FF1FF0212,1
parcel_70826420609,"POLYGON ((-89.5092 43.0498, -89.5083 43.0498, -89.508 43.0504, -89.5063 43.0502, -89.5067 43.0489, -89.5071 43.0483, -89.508 43.0477, -89.5091 43.0474, -89.509 43.0491, -89.5092 43.0498))",line_poi_way/315208108,"LINESTRING (-89.5108 43.0548, -89.5108 43.0552, -89.5115 43.0552, -89.5115 43.05504, -89.5115 43.0548, -89.5108 43.0548)",LineString,Polygon,disjoint,,FF1FFF212,2
parcel_70929104027,"POLYGON ((-89.4533 43.0596, -89.453 43.0596, -89.453 43.0592, -89.4533 43.0592, -89.4533 43.0596))","road_(1178722301, 3455066527)","LINESTRING (-89.4498 43.0536, -89.4509 43.0536)",LineString,Polygon,disjoint,,FF1FF0212,3
parcel_70919409172,"POLYGON ((-89.4659 43.0639, -89.4658 43.0636, -89.4662 43.0636, -89.4662 43.0639, -89.4659 43.0639))",poi_way/100404781,"LINESTRING (-89.4602 43.0636, -89.4582 43.0633, -89.4577 43.0637, -89.4569 43.0639, -89.4569 43.0645, -89.4562 43.0656, -89.4564 43.0666, -89.458 43.0667, -89.4605 43.0651, -89.46 43.0642, -89.4602 43.0636)",LineString,Polygon,disjoint,,FF1FFF212,4
census_550250109072,"POLYGON ((-89.5898 43.0909, -89.5729 43.0949, -89.5167 43.0968, -89.5192 43.0938, -89.5209 43.0901, -89.5305 43.0902, -89.5336 43.0875, -89.5344 43.0858, -89.5366 43.0854, -89.5367 43.0821, -89.5757 43.082, -89.5761 43.0747, -89.5712 43.0747, -89.5717 43.0602, -89.6009 43.0602, -89.601 43.0898, -89.601 43.093, -89.5898 43.0909))",line_poi_way/97601650,"LINESTRING (-89.5112 43.0967, -89.5107 43.0966, -89.5107 43.0965, -89.5114 43.0964, -89.5114 43.09664, -89.5114 43.0967, -89.5112 43.0967)",LineString,Polygon,disjoint,,FF1FFF212,5
census_550250018042,"POLYGON ((-89.3697 43.0848, -89.3751 43.081, -89.378 43.0832, -89.3726 43.087, -89.3697 43.0848))",poi_way/385639178,"LINESTRING (-89.3642 43.0835, -89.3643 43.0838, -89.3644 43.0837, -89.3642 43.0835)",LineString,Polygon,disjoint,,FF1FFF212,6
parcel_70922423169,"POLYGON ((-89.408 43.0647, -89.408 43.0643, -89.4082 43.0643, -89.4082 43.0647, -89.408 43.0647))","road_(2987035525, 3035654115)","LINESTRING (-89.4124 43.0678, -89.4126 43.0678)",LineString,Polygon,disjoint,,FF1FF0212,7
parcel_70823209204,"POLYGON ((-89.5148 43.0682, -89.5148 43.0678, -89.5151 43.0678, -89.5151 43.0682, -89.5148 43.0682))","road_(3590603870, 53478067)","LINESTRING (-89.5194 43.0665, -89.5196 43.0664, -89.5194 43.0662)",LineString,Polygon,disjoint,,FF1FF0212,8
census_550250020003,"POLYGON ((-89.3411 43.0938, -89.334 43.091, -89.3343 43.0898, -89.3372 43.0905, -89.3498 43.0886, -89.35 43.0904, -89.3511 43.0903, -89.3515 43.0928, -89.346 43.0939, -89.3411 43.0938))","line_road_(53589772, 445964702)","LINESTRING (-89.3542 43.0901, -89.35448 43.09038, -89.3546 43.0905)",LineString,Polygon,disjoint,,FF1FF0212,9
polygon_parcel_60812328719,"POLYGON ((-89.4992 43.0016, -89.4989 43.0026, -89.49842 43.00252, -89.4983 43.0025, -89.4983 43.0015, -89.4992 43.0016))","road_(9327940392, 9327940393)","LINESTRING (-89.4991 43.0085, -89.4997 43.0085)",LineString,Polygon,disjoint,,FF1FF0212,10
parcel_70918319249,"POLYGON ((-89.4758 43.0764, -89.4761 43.0767, -89.4758 43.0771, -89.4751 43.0771, -89.475 43.0774, -89.4743 43.0774, -89.4743 43.0777, -89.4735 43.0778, -89.4735 43.075, -89.4759 43.0763, -89.4758 43.0764))","road_(2623040538, 2573782047)","LINESTRING (-89.4759 43.0826, -89.4758 43.0827)",LineString,Polygon,disjoint,,FF1FF0212,11
parcel_70811319202,"POLYGON ((-89.5136 43.0958, -89.5129 43.0958, -89.5129 43.0951, -89.5137 43.0952, -89.5136 43.0958))","road_(53626917, 4328501578)","LINESTRING (-89.5103 43.0991, -89.5083 43.0992, -89.5083 43.0983)",LineString,Polygon,disjoint,,FF1FF0212,12
census_550250004021,"POLYGON ((-89.4721 43.0609, -89.4561 43.0609, -89.4561 43.0536, -89.4735 43.0536, -89.4735 43.0544, -89.4719 43.0583, -89.4721 43.0609))","road_(53589157, 53589170)","LINESTRING (-89.467 43.0668, -89.4668 43.0669)",LineString,Polygon,disjoint,,FF1FF0212,13
polygon_parcel_70906306347,"POLYGON ((-89.4763 43.1098, -89.4767 43.11, -89.4766 43.1115, -89.47548 43.1115, -89.4752 43.1115, -89.4751 43.1109, -89.4748 43.1105, -89.4763 43.1098))","road_(2560768700, 2560768709)","LINESTRING (-89.478 43.1105, -89.4778 43.1104)",LineString,Polygon,disjoint,,FF1FF0212,14
polygon_parcel_70917447237,"POLYGON ((-89.452 43.0758, -89.452 43.0759, -89.45168 43.0759, -89.4516 43.0759, -89.4516 43.0758, -89.452 43.0758))",poi_way/1134399578,"LINESTRING (-89.4526 43.0737, -89.4525 43.0739, -89.4524 43.0739, -89.4524 43.0737, -89.4526 43.0737)",LineString,Polygon,disjoint,,FF1FFF212,15
parcel_70923175272,"POLYGON ((-89.3874 43.0714, -89.3875 43.0715, -89.3873 43.0716, -89.3868 43.0713, -89.3877 43.0707, -89.388 43.071, -89.3874 43.0714))",poi_way/102371328,"LINESTRING (-89.3905 43.0737, -89.3902 43.074, -89.3899 43.0738, -89.3902 43.0735, -89.3905 43.0737)",LineString,Polygon,disjoint,,FF1FFF212,16
parcel_70823210194,"POLYGON ((-89.5198 43.0706, -89.5196 43.0704, -89.52 43.0702, -89.5202 43.0705, -89.5198 43.0706))",line_poi_way/37849069,"LINESTRING (-89.5238 43.0743, -89.5236 43.0743, -89.5236 43.0736, -89.52368 43.0736, -89.5238 43.0736, -89.5238 43.0743)",LineString,Polygon,disjoint,,FF1FFF212,17
polygon_parcel_81027206178,"POLYGON ((-89.2987 43.1306, -89.2994 43.1312, -89.2988 43.1315, -89.29816 43.1315, -89.298 43.1315, -89.2984 43.1304, -89.2987 43.1306))",poi_way/105682545,"LINESTRING (-89.3034 43.1304, -89.3035 43.1303, -89.3034 43.1302, -89.3031 43.1303, -89.3034 43.1304)",LineString,Polygon,disjoint,,FF1FFF212,18
census_550250004011,"POLYGON ((-89.4387 43.0608, -89.4387 43.0561, -89.438 43.0553, -89.4459 43.0489, -89.4512 43.0464, -89.4511 43.0608, -89.4387 43.0608))","road_(53636755, 53459407)","LINESTRING (-89.4509 43.0641, -89.4496 43.0641)",LineString,Polygon,disjoint,,FF1FF0212,19
parcel_70923174620,"POLYGON ((-89.3874 43.0714, -89.3875 43.0715, -89.3873 43.0716, -89.3868 43.0713, -89.3877 43.0707, -89.388 43.071, -89.3874 43.0714))","road_(3455721651, 53482954)","LINESTRING (-89.3868 43.0698, -89.3869 43.0699)",LineString,Polygon,disjoint,,FF1FF0212,20
polygon_parcel_61003405440,"POLYGON ((-89.2901 43.0115, -89.2899 43.0116, -89.29 43.0115, -89.29008 43.0115, -89.2901 43.0115))","road_(53627256, 5736821694)","LINESTRING (-89.2889 43.014, -89.2889 43.0136)",LineString,Polygon,disjoint,,FF1FF0212,21
parcel_70823314293,"POLYGON ((-89.5174 43.0672, -89.5167 43.0672, -89.5166 43.067, -89.5174 43.067, -89.5174 43.0672))",poi_way/322730364,"LINESTRING (-89.5159 43.061, -89.5164 43.0611, -89.5164 43.0609, -89.5159 43.0608, -89.5159 43.061)",LineString,Polygon,disjoint,,FF1FFF212,22
polygon_parcel_70922227032,"POLYGON ((-89.4205 43.07, -89.4205 43.0703, -89.42034 43.0703, -89.4203 43.0703, -89.4203 43.07, -89.4205 43.07))",poi_way/361992423,"LINESTRING (-89.4186 43.0677, -89.4184 43.0677, -89.4183 43.0675, -89.4186 43.0675, -89.4186 43.0677)",LineString,Polygon,disjoint,,FF1FFF212,23
census_550250017071,"POLYGON ((-89.3798 43.0794, -89.3814 43.0782, -89.3863 43.0806, -89.383 43.0818, -89.3798 43.0794))","road_(3886439888, 1192150143)","LINESTRING (-89.3754 43.076, -89.3754 43.0761)",LineString,Polygon,disjoint,,FF1FF0212,24
census_550250016064,"POLYGON ((-89.3959 43.0709, -89.396 43.0686, -89.3938 43.0679, -89.3951 43.067, -89.4009 43.0676, -89.401 43.0682, -89.4008 43.071, -89.3959 43.0709))","road_(2573847794, 3455706876)","LINESTRING (-89.4032 43.0664, -89.4033 43.0664)",LineString,Polygon,disjoint,,FF1FF0212,25
parcel_60812103210,"POLYGON ((-89.489 43.0137, -89.489 43.0135, -89.4894 43.0135, -89.4895 43.0137, -89.489 43.0137))","road_(1237829822, 1237929468)","LINESTRING (-89.4872 43.0105, -89.4874 43.0104)",LineString,Polygon,disjoint,,FF1FF0212,26
parcel_71010104356,"POLYGON ((-89.2965 43.0868, -89.2965 43.0865, -89.2968 43.0865, -89.2968 43.0868, -89.2965 43.0868))","road_(53501801, 53556075)","LINESTRING (-89.2943 43.0861, -89.2969 43.0859)",LineString,Polygon,disjoint,,FF1FF0212,27
parcel_70920419087,"POLYGON ((-89.4536 43.0665, -89.4536 43.0663, -89.4541 43.0663, -89.4541 43.0665, -89.4536 43.0665))","road_(3423901671, 53592110)","LINESTRING (-89.4589 43.0661, -89.4575 43.067, -89.4557 43.0672)",LineString,Polygon,disjoint,,FF1FF0212,28
parcel_70920220111,"POLYGON ((-89.4566 43.0737, -89.4566 43.0741, -89.4556 43.0741, -89.4558 43.0733, -89.456 43.0733, -89.4562 43.0738, -89.4566 43.0737))",poi_way/1134399564,"LINESTRING (-89.4529 43.072, -89.4534 43.072, -89.4534 43.0722, -89.4529 43.0722, -89.4529 43.072)",LineString,Polygon,disjoint,,FF1FFF212,29
polygon_parcel_70912405127,"POLYGON ((-89.3722 43.0907, -89.372 43.091, -89.37192 43.09092, -89.3719 43.0909, -89.3721 43.0907, -89.3722 43.0907))",poi_way/677647103,"LINESTRING (-89.37 43.0852, -89.3699 43.0853, -89.3697 43.0852, -89.3698 43.0851, -89.37 43.0852)",LineString,Polygon,disjoint,,FF1FFF212,30
parcel_70920222034,"POLYGON ((-89.4556 43.0704, -89.4549 43.0708, -89.4545 43.0704, -89.4543 43.0698, -89.4553 43.0699, -89.4556 43.0704))",poi_way/1134399613,"LINESTRING (-89.4524 43.0716, -89.4521 43.0716, -89.4521 43.0715, -89.4524 43.0715, -89.4524 43.0716)",LineString,Polygon,disjoint,,FF1FFF212,31
polygon_census_550250002042,"POLYGON ((-89.5174 43.0641, -89.5176 43.0686, -89.5196 43.0698, -89.5201 43.0701, -89.5205 43.0713, -89.5186 43.075, -89.5075 43.0752, -89.5104 43.0722, -89.5104 43.0704, -89.5086 43.0684, -89.5082 43.06455, -89.5078 43.0607, -89.5127 43.0606, -89.5126 43.0641, -89.5174 43.0641))","road_(53616258, 53616240)","LINESTRING (-89.5058 43.0806, -89.5058 43.0809)",LineString,Polygon,disjoint,,FF1FF0212,32
parcel_70920219916,"POLYGON ((-89.4566 43.0737, -89.4566 43.0741, -89.4556 43.0741, -89.4558 43.0733, -89.456 43.0733, -89.4562 43.0738, -89.4566 43.0737))",poi_way/107454790,"LINESTRING (-89.4517 43.0712, -89.4517 43.0706, -89.4514 43.0706, -89.4514 43.0712, -89.4517 43.0712)",LineString,Polygon,disjoint,,FF1FFF212,33
census_550250001002,"POLYGON ((-89.469 43.0827, -89.4682 43.0824, -89.4697 43.0818, -89.47 43.0807, -89.4677 43.0822, -89.4643 43.081, -89.4609 43.0811, -89.4609 43.0804, -89.4635 43.0803, -89.4636 43.0753, -89.4623 43.0755, -89.4696 43.0742, -89.4754 43.0758, -89.4811 43.0811, -89.4792 43.0827, -89.469 43.0827))","road_(53417808, 53615834)","LINESTRING (-89.4646 43.0702, -89.4649 43.0695, -89.4671 43.069)",LineString,Polygon,disjoint,,FF1FF0212,34
parcel_70919408108,"POLYGON ((-89.4672 43.0647, -89.4672 43.0643, -89.4675 43.0643, -89.4675 43.0647, -89.4672 43.0647))","road_(1178747974, 3423902133)","LINESTRING (-89.4685 43.069, -89.4685 43.0682)",LineString,Polygon,disjoint,,FF1FF0212,35
census_550250002021,"POLYGON ((-89.4988 43.0752, -89.4827 43.0752, -89.4828 43.068, -89.4859 43.067, -89.4981 43.0676, -89.499 43.0684, -89.5026 43.0684, -89.5026 43.069, -89.5024 43.0766, -89.4988 43.0752))","road_(53598416, 3080952853)","LINESTRING (-89.4816 43.0752, -89.4792 43.0752)",LineString,Polygon,disjoint,,FF1FF0212,36
parcel_70823110112,"POLYGON ((-89.5083 43.0738, -89.5081 43.0736, -89.5085 43.0734, -89.5086 43.0736, -89.5083 43.0738))","road_(53378681, 53378698)","LINESTRING (-89.5095 43.0765, -89.5099 43.0765, -89.5096 43.0763)",LineString,Polygon,disjoint,,FF1FF0212,37
parcel_70923215375,"POLYGON ((-89.4014 43.072, -89.4011 43.072, -89.4011 43.0716, -89.4015 43.0716, -89.4014 43.072))",poi_way/103242253,"LINESTRING (-89.3973 43.0725, -89.3961 43.0725, -89.396 43.0722, -89.3972 43.0722, -89.3973 43.0725)",LineString,Polygon,disjoint,,FF1FFF212,38
census_550259917030,"POLYGON ((-89.3963 43.0641, -89.3919 43.0632, -89.3894 43.0639, -89.3877 43.0663, -89.3856 43.0665, -89.3763 43.0746, -89.371 43.0771, -89.3659 43.0783, -89.3582 43.082, -89.3504 43.0882, -89.3482 43.0891, -89.3372 43.0905, -89.335 43.0901, -89.3281 43.0862, -89.3251 43.081, -89.3253 43.0787, -89.3278 43.0776, -89.3311 43.0732, -89.3399 43.0718, -89.3433 43.0681, -89.349 43.0649, -89.3515 43.0594, -89.3507 43.0569, -89.3466 43.0543, -89.3448 43.0544, -89.3436 43.0565, -89.3408 43.0573, -89.3397 43.0585, -89.3399 43.0576, -89.3382 43.0562, -89.3387 43.0543, -89.338 43.0525, -89.3442 43.0505, -89.354 43.0502, -89.3575 43.0478, -89.3621 43.0483, -89.3652 43.0457, -89.3678 43.0451, -89.371 43.0472, -89.37 43.0502, -89.3679 43.0517, -89.3681 43.0522, -89.3721 43.053, -89.3777 43.0557, -89.3808 43.0582, -89.3835 43.0583, -89.3853 43.06, -89.3851 43.0584, -89.3881 43.0584, -89.3882 43.0591, -89.3895 43.057, -89.3971 43.0571, -89.3993 43.0594, -89.3996 43.0609, -89.3994 43.0626, -89.3963 43.0641))",poi_way/106221825,"LINESTRING (-89.3511 43.0467, -89.3511 43.0468, -89.3513 43.0468, -89.3513 43.0467, -89.3511 43.0467)",LineString,Polygon,disjoint,,FF1FFF212,39
parcel_70920218083,"POLYGON ((-89.4566 43.0737, -89.4566 43.0741, -89.4556 43.0741, -89.4558 43.0733, -89.456 43.0733, -89.4562 43.0738, -89.4566 43.0737))","road_(53346042, 3295625133)","LINESTRING (-89.4523 43.0743, -89.4525 43.0744)",LineString,Polygon,disjoint,,FF1FF0212,40
parcel_70917447237,"POLYGON ((-89.452 43.0759, -89.4516 43.0759, -89.4516 43.0758, -89.452 43.0758, -89.452 43.0759))",poi_way/1134399576,"LINESTRING (-89.4525 43.0735, -89.453 43.0736, -89.4526 43.0734, -89.4525 43.0735)",LineString,Polygon,disjoint,,FF1FFF212,41
census_550250017072,"POLYGON ((-89.3814 43.0782, -89.3798 43.0794, -89.3787 43.0785, -89.3821 43.0761, -89.3841 43.0776, -89.384 43.0789, -89.3832 43.0796, -89.3814 43.0782))","road_(3886439888, 1192150143)","LINESTRING (-89.3754 43.076, -89.3754 43.0761)",LineString,Polygon,disjoint,,FF1FF0212,42
parcel_70918403076,"POLYGON ((-89.4695 43.0822, -89.4694 43.0819, -89.4696 43.0819, -89.4697 43.0822, -89.4695 43.0822))","road_(3312441203, 2020706716)","LINESTRING (-89.4756 43.0827, -89.4756 43.0828)",LineString,Polygon,disjoint,,FF1FF0212,43
parcel_70919101059,"POLYGON ((-89.4672 43.0736, -89.4666 43.0734, -89.4668 43.0731, -89.4673 43.0732, -89.4672 43.0736))","road_(1178747974, 3423902133)","LINESTRING (-89.4685 43.069, -89.4685 43.0682)",LineString,Polygon,disjoint,,FF1FF0212,44
parcel_70918212120,"POLYGON ((-89.4747 43.0861, -89.4747 43.0858, -89.4748 43.0857, -89.475 43.086, -89.4747 43.0861))",poi_way/324536706,"LINESTRING (-89.4773 43.0832, -89.4769 43.083, -89.4771 43.0827, -89.4772 43.0828, -89.4771 43.083, -89.4773 43.0832)",LineString,Polygon,disjoint,,FF1FFF212,45
census_550250011012,"POLYGON ((-89.4009 43.0699, -89.4009 43.0676, -89.4057 43.0682, -89.4057 43.0696, -89.4009 43.0699))",poi_way/102223754,"LINESTRING (-89.4005 43.064, -89.4005 43.0638, -89.4 43.0639, -89.4 43.064, -89.4005 43.064)",LineString,Polygon,disjoint,,FF1FFF212,46
census_550250003022,"POLYGON ((-89.4686 43.0666, -89.4684 43.068, -89.4633 43.069, -89.4635 43.0675, -89.465 43.0663, -89.4622 43.0652, -89.4619 43.0634, -89.4582 43.0629, -89.4576 43.0609, -89.4721 43.0609, -89.4724 43.0623, -89.4711 43.0646, -89.4686 43.0666))","road_(53575596, 1179412742)","LINESTRING (-89.4752 43.068, -89.4752 43.0681)",LineString,Polygon,disjoint,,FF1FF0212,47
parcel_70923160059,"POLYGON ((-89.3887 43.0727, -89.3889 43.0729, -89.3888 43.073, -89.3881 43.0725, -89.3889 43.072, -89.3892 43.0723, -89.3887 43.0727))","road_(3900156914, 5489227281)","LINESTRING (-89.3918 43.0759, -89.3917 43.076)",LineString,Polygon,disjoint,,FF1FF0212,48
parcel_70824414323,"POLYGON ((-89.4923 43.0619, -89.4921 43.0621, -89.4917 43.0618, -89.4909 43.0624, -89.4905 43.062, -89.4903 43.0622, -89.4897 43.0618, -89.4893 43.0619, -89.4893 43.061, -89.4918 43.061, -89.492 43.0616, -89.4923 43.0619))","road_(7761632953, 8202309668)","LINESTRING (-89.4947 43.0595, -89.4946 43.0595)",LineString,Polygon,disjoint,,FF1FF0212,49
parcel_70920419110,"POLYGON ((-89.4536 43.0658, -89.4536 43.0656, -89.4541 43.0656, -89.4541 43.0658, -89.4536 43.0658))","road_(53636755, 53459407)","LINESTRING (-89.4509 43.0641, -89.4496 43.0641)",LineString,Polygon,disjoint,,FF1FF0212,50
census_550259917030,"POLYGON ((-89.3963 43.0641, -89.3919 43.0632, -89.3894 43.0639, -89.3877 43.0663, -89.3856 43.0665, -89.3763 43.0746, -89.371 43.0771, -89.3659 43.0783, -89.3582 43.082, -89.3504 43.0882, -89.3482 43.0891, -89.3372 43.0905, -89.335 43.0901, -89.3281 43.0862, -89.3251 43.081, -89.3253 43.0787, -89.3278 43.0776, -89.3311 43.0732, -89.3399 43.0718, -89.3433 43.0681, -89.349 43.0649, -89.3515 43.0594, -89.3507 43.0569, -89.3466 43.0543, -89.3448 43.0544, -89.3436 43.0565, -89.3408 43.0573, -89.3397 43.0585, -89.3399 43.0576, -89.3382 43.0562, -89.3387 43.0543, -89.338 43.0525, -89.3442 43.0505, -89.354 43.0502, -89.3575 43.0478, -89.3621 43.0483, -89.3652 43.0457, -89.3678 43.0451, -89.371 43.0472, -89.37 43.0502, -89.3679 43.0517, -89.3681 43.0522, -89.3721 43.053, -89.3777 43.0557, -89.3808 43.0582, -89.3835 43.0583, -89.3853 43.06, -89.3851 43.0584, -89.3881 43.0584, -89.3882 43.0591, -89.3895 43.057, -89.3971 43.0571, -89.3993 43.0594, -89.3996 43.0609, -89.3994 43.0626, -89.3963 43.0641))",poi_way/377060724,"LINESTRING (-89.364 43.0834, -89.3639 43.0834, -89.3636 43.0832, -89.3637 43.0832, -89.364 43.0834)",LineString,Polygon,disjoint,,FF1FFF212,51
polygon_census_550250002042,"POLYGON ((-89.5174 43.0641, -89.5176 43.0686, -89.5196 43.0698, -89.5201 43.0701, -89.5205 43.0713, -89.5186 43.075, -89.5075 43.0752, -89.5104 43.0722, -89.5104 43.0704, -89.5086 43.0684, -89.5082 43.06455, -89.5078 43.0607, -89.5127 43.0606, -89.5126 43.0641, -89.5174 43.0641))","road_(53378681, 53378698)","LINESTRING (-89.5095 43.0765, -89.5099 43.0765, -89.5096 43.0763)",LineString,Polygon,disjoint,,FF1FF0212,52
